ts,symbol,rate
2026-07-23T11:42+00:00,LISTA/USDT:USDT,5e-05
2026-07-23T11:42+00:00,CRCL/USDT:USDT,0.0
2026-07-23T11:42+00:00,BRETT/USDT:USDT,5e-05
2026-07-23T11:42+00:00,RAVE/USDT:USDT,5e-05
2026-07-23T11:42+00:00,BNB/USDT:USDT,9.894e-05
2026-07-23T11:42+00:00,DEGEN/USDT:USDT,0.0
2026-07-23T11:42+00:00,LOKA/USDT:USDT,0.0
2026-07-23T11:42+00:00,TRIA/USDT:USDT,5e-05
2026-07-23T11:42+00:00,KOMA/USDT:USDT,5e-05
2026-07-23T11:42+00:00,MOVE/USDT:USDT,5e-05
2026-07-23T11:42+00:00,H/USDT:USDT,0.00022506
2026-07-23T11:42+00:00,AERO/USDT:USDT,-0.00021995
2026-07-23T11:42+00:00,HIFI/USDT:USDT,0.0
2026-07-23T11:42+00:00,PROVE/USDT:USDT,5e-05
2026-07-23T11:42+00:00,XAG/USDT:USDT,0.0
2026-07-23T11:42+00:00,XAI/USDT:USDT,1.144e-05
2026-07-23T11:42+00:00,BLUR/USDT:USDT,-0.00010371
2026-07-23T11:42+00:00,STORJ/USDT:USDT,5e-05
2026-07-23T11:42+00:00,SAND/USDT:USDT,-8.156e-05
2026-07-23T11:42+00:00,UBER/USDT:USDT,0.0
2026-07-23T11:42+00:00,EDEN/USDT:USDT,5e-05
2026-07-23T11:42+00:00,SPELL/USDT:USDT,-0.00190265
