ts,wallet,title,outcome,entry,won,pnl
2026-07-29T13:11+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Will FK Crvena zvezda win on 2026-07-29?,Yes,0.925,1,4.05
2026-07-29T13:11+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Vancouver: Liam Broady vs Jay Dylan Friend,Liam Broady,0.595,0,-50.0
2026-07-29T13:11+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Mubadala Citi DC Open: Aleksandar Vukic vs Lorenzo Musetti,Aleksandar Vukic,0.325,0,-50.0
2026-07-29T13:11+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,LoL: Bilibili Gaming vs LGD Gaming - Game 2 Winner,LGD Gaming,0.9995,1,0.03
2026-07-29T13:11+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Will The New Saints FC win on 2026-07-30?,Yes,0.545,1,41.74
2026-07-29T13:11+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Will SK Brann win on 2026-07-30?,Yes,0.675,1,24.07
2026-07-29T13:11+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Will SK Rapid Wien win on 2026-07-29?,Yes,0.885,1,6.5
2026-07-29T13:11+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Will FC St. Gallen win on 2026-07-30?,No,0.955,1,2.36
2026-07-29T13:11+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Will Ilves Tampere win on 2026-07-30?,Yes,0.5699,1,37.73
2026-07-29T13:11+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Will San Antonio FC win on 2026-07-31?,Yes,0.465,1,57.53
2026-07-29T13:11+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Will Qairat FK win on 2026-07-29?,Yes,0.455,1,59.89
2026-07-29T13:11+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Will FK Kauno Žalgiris vs. KÍ end in a draw?,No,0.735,1,18.03
2026-07-29T13:11+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Will New York City FC win on 2026-07-31?,Yes,0.595,0,-50.0
2026-07-29T13:11+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Bonn: Niels McDonald vs Jurij Rodionov,Jurij Rodionov,0.6949,1,21.95
2026-07-29T13:11+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,ITF Savitaipale: Natalia Klys vs Naoko Eto,Natalia Klys,0.775,0,-50.0
2026-07-29T13:11+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,ITF Florence: Kate Fakih vs Alexis Nguyen,Kate Fakih,0.59,0,-50.0
2026-07-29T13:11+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,ITF Aldershot: Benjamin Gusic Wan vs Oliver Tarvet,Oliver Tarvet,0.973,1,1.39
2026-07-29T13:11+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Will Loudoun United FC win on 2026-08-01?,Yes,0.425,1,67.65
2026-07-29T13:11+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Will FK Kauno Žalgiris win on 2026-07-29?,Yes,0.545,1,41.74
2026-07-29T13:11+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,ITF Knokke-Heist: Despina Papamichail vs Marie Weckerle,Despina Papamichail,0.95,1,2.63
2026-07-29T13:11+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Will Tromsø IL win on 2026-07-30?,Yes,0.465,0,-50.0
2026-07-29T13:11+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Will FC Lugano win on 2026-07-29?,Yes,0.655,1,26.34
2026-07-29T13:11+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Will ŠK Slovan Bratislava win on 2026-07-29?,Yes,0.725,0,-50.0
2026-07-30T00:14+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will CR Flamengo win on 2026-07-29?,No,0.79,1,13.29
2026-07-30T00:14+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will Mirassol FC win on 2026-07-29?,Yes,0.865,1,7.8
2026-07-30T00:14+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Texas Rangers vs. Tampa Bay Rays,Tampa Bay Rays,0.925,0,-50.0
2026-07-30T00:14+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will CA River Plate win on 2026-07-29?,No,0.9995,1,0.03
2026-07-30T00:14+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will ŠK Slovan Bratislava vs. SK Iberia 1999 end in a draw?,Yes,0.9995,1,0.03
2026-07-30T00:14+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will Gimnasia y Esgrima de La Plata win on 2026-07-29?,Yes,0.955,1,2.36
2026-07-30T00:14+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Mubadala Citi DC Open: Ashlyn Krueger vs Naomi Osaka,Naomi Osaka,0.9995,1,0.03
2026-07-30T00:14+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will CSyD Defensa y Justicia win on 2026-07-29?,Yes,0.9995,1,0.03
2026-07-30T00:14+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,ITF Lexington: Carolina Gomez vs Fiona Crawley,Fiona Crawley,0.9995,1,0.03
2026-07-30T00:14+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,The Memphis Classic: Tatjana Maria vs Renata Zarazua,Tatjana Maria,0.585,0,-50.0
2026-07-30T00:14+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will SC Internacional vs. CR Flamengo end in a draw?,Yes,0.66,1,25.76
2026-07-30T00:14+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will Fluminense FC win on 2026-07-29?,Yes,0.5649,0,-50.0
2026-07-30T00:14+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Fluminense FC vs. EC Bahia: O/U 2.5,Over,0.495,0,-50.0
2026-07-30T00:14+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will Independiente Medellín win on 2026-07-29?,No,0.9995,1,0.03
2026-07-30T00:14+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will Mirassol FC vs. Clube do Remo end in a draw?,No,0.865,1,7.8
2026-07-30T00:14+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will Liverpool FC win on 2026-07-29?,No,0.58,0,-50.0
2026-07-30T00:14+00:00,0x2c335066fe58fe9237c3d3dc7b275c2a034a0563,Cleveland Guardians vs. Cincinnati Reds,Cleveland Guardians,0.485,0,-50.0
2026-07-30T00:14+00:00,0x2c335066fe58fe9237c3d3dc7b275c2a034a0563,Vancouver: Benjamin Bonzi vs Michael Mmoh,Benjamin Bonzi,0.9995,1,0.03
2026-07-30T00:14+00:00,0x2c335066fe58fe9237c3d3dc7b275c2a034a0563,Chicago Cubs vs. St. Louis Cardinals,St. Louis Cardinals,0.475,0,-50.0
2026-07-30T00:14+00:00,0x2c335066fe58fe9237c3d3dc7b275c2a034a0563,Mubadala Citi DC Open: Ashlyn Krueger vs Naomi Osaka,Naomi Osaka,0.9995,1,0.03
2026-07-30T00:14+00:00,0x2c335066fe58fe9237c3d3dc7b275c2a034a0563,Texas Rangers vs. Tampa Bay Rays: O/U 9.5,Over,0.08,0,-50.0
2026-07-30T00:14+00:00,0x2c335066fe58fe9237c3d3dc7b275c2a034a0563,Will Mirassol FC vs. Clube do Remo end in a draw?,No,0.865,1,7.8
2026-07-30T00:14+00:00,0x2c335066fe58fe9237c3d3dc7b275c2a034a0563,Mubadala Citi DC Open: Rafael Jodar vs Kei Nishikori,Kei Nishikori,0.165,0,-50.0
2026-07-30T00:14+00:00,0x2c335066fe58fe9237c3d3dc7b275c2a034a0563,Texas Rangers vs. Tampa Bay Rays: O/U 7.5,Over,0.16,0,-50.0
2026-07-30T00:14+00:00,0x7c1ee865a785de4c00ee90ed86a38489fb8bbab3,Texas Rangers vs. Tampa Bay Rays,Tampa Bay Rays,0.925,0,-50.0
2026-07-30T00:14+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Will Atletico Madrid win on 2026-07-29?,Yes,0.9995,1,0.03
2026-07-30T00:14+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Will FK Žalgiris Vilnius win on 2026-07-30?,Yes,0.515,1,47.09
2026-07-30T00:14+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Will Young Boys Bern win on 2026-08-01?,Yes,0.39,1,78.21
2026-07-30T00:14+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Mubadala Citi DC Open: Rafael Jodar vs Kei Nishikori,Kei Nishikori,0.165,0,-50.0
2026-07-30T00:14+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Will Adelaide United FC win on 2026-07-30?,No,0.55,1,40.91
2026-07-30T00:14+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Will FC Midtjylland win on 2026-07-30?,Yes,0.495,0,-50.0
2026-07-30T00:14+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Los Cabos Open: Francisco Cerundolo vs Tristan Boyer,Tristan Boyer,0.325,0,-50.0
2026-07-30T00:14+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Will RSC Anderlecht win on 2026-07-30?,Yes,0.425,1,67.65
2026-07-30T00:14+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Will FK Auda vs. FCSB end in a draw?,Yes,0.225,0,-50.0
2026-07-30T00:14+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Will FK Jablonec vs. NK Varaždin end in a draw?,Yes,0.24,0,-50.0
2026-07-30T12:56+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Targu Mures: Yelyzaveta Kotliar vs Mia Ristic,Mia Ristic,0.9995,1,0.03
2026-07-30T12:56+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Bonn: Henri Squire vs Matheus Pucinelli de Almeida,Matheus Pucinelli de Almeida,0.745,1,17.11
2026-07-30T12:56+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Vancouver: Harriet Dart vs Emma Dong,Harriet Dart,0.9995,1,0.03
2026-07-30T12:56+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Atlanta Braves vs. Chicago White Sox: O/U 5.5,Over,0.655,0,-50.0
2026-07-30T12:56+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will Adelaide United FC win on 2026-07-30?,No,0.9995,1,0.03
2026-07-30T12:56+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Mubadala Citi DC Open: Alex de Minaur vs Cruz Hewitt,Alex de Minaur,0.905,1,5.25
2026-07-30T12:56+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,New York Yankees vs. Chicago White Sox: O/U 9.5,Under,0.68,1,23.53
2026-07-30T12:56+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Targu Mures: Francesca Jones vs Lucija Bagaric,Francesca Jones,0.8149,1,11.36
2026-07-30T12:56+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,KBO: Hanwha Eagles vs. LG Twins,LG Twins,0.8085,0,-50.0
2026-07-30T12:56+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will CD Guadalajara win on 2026-07-31?,No,0.415,1,70.48
2026-07-30T12:56+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will SC Corinthians Paulista win on 2026-07-30?,No,0.515,1,47.09
2026-07-30T12:56+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Liberec: Hynek Barton vs Gonzalo Bueno,Hynek Barton,0.135,0,-50.0
2026-07-30T12:56+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,KBO: KT Wiz vs. Samsung Lions,KT Wiz,0.6,0,-50.0
2026-07-30T12:56+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Toronto Blue Jays vs. Chicago Cubs: O/U 4.5,Over,0.82,1,10.98
2026-07-30T12:56+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Mubadala Citi DC Open: Taylor Fritz vs Alex Michelsen,Taylor Fritz,0.665,1,25.19
2026-07-30T12:56+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Detroit Tigers vs. Cleveland Guardians: O/U 10.5,Under,0.5699,1,37.73
2026-07-30T12:56+00:00,0x2e25b222e2080c377fc1fb2b9f926315f0f4d49e,Will Helsingin JK win on 2026-07-30?,No,0.515,0,-50.0
2026-07-30T12:56+00:00,0x2e25b222e2080c377fc1fb2b9f926315f0f4d49e,Will CA Boca Juniors win on 2026-07-30?,Yes,0.485,0,-50.0
2026-07-30T12:56+00:00,0x2c335066fe58fe9237c3d3dc7b275c2a034a0563,LoL: EDward Gaming vs Team WE (BO3) - LPL Group Ascend,Team WE,0.9995,1,0.03
2026-07-30T12:56+00:00,0x2c335066fe58fe9237c3d3dc7b275c2a034a0563,Targu Mures: Yelyzaveta Kotliar vs Mia Ristic,Mia Ristic,0.9995,1,0.03
2026-07-30T12:56+00:00,0x2c335066fe58fe9237c3d3dc7b275c2a034a0563,Vancouver: Harriet Dart vs Emma Dong,Harriet Dart,0.9995,1,0.03
2026-07-30T12:56+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Will Dundee United FC vs. Rangers FC end in a draw?,Yes,0.2,1,200.0
2026-07-31T00:17+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will Club Bolívar win on 2026-07-30?,Yes,0.9995,1,0.03
2026-07-31T00:17+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will CS Independiente Rivadavia win on 2026-07-30?,Yes,0.9995,1,0.03
2026-07-31T00:17+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will CA Paranaense win on 2026-07-30?,No,0.895,1,5.87
2026-07-31T00:17+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,The Memphis Classic: Sloane Stephens vs Darja Vidmanova,Darja Vidmanova,0.8149,1,11.36
2026-07-31T00:17+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,San Francisco Giants vs. San Diego Padres: O/U 8.5,Under,0.515,0,-50.0
2026-07-31T00:17+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will Grêmio FBPA win on 2026-07-30?,No,0.9995,1,0.03
2026-07-31T00:17+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will CA Vélez Sarsfield win on 2026-07-30?,Yes,0.9995,1,0.03
2026-07-31T00:17+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will Grêmio FBPA vs. Club Bolívar end in a draw?,No,0.9995,1,0.03
2026-07-31T00:17+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Pittsburgh Pirates vs. Cincinnati Reds: O/U 8.5,Over,0.435,1,64.94
2026-07-31T00:17+00:00,0x2c335066fe58fe9237c3d3dc7b275c2a034a0563,Washington Nationals vs. Atlanta Braves,Atlanta Braves,0.235,0,-50.0
2026-07-31T00:17+00:00,0xf0318c32136c2db7fec88b84869aee6a1106c80c,San Francisco Giants vs. San Diego Padres,San Francisco Giants,0.395,1,76.58
2026-07-31T00:17+00:00,0xf0318c32136c2db7fec88b84869aee6a1106c80c,Boston Red Sox vs. Athletics,Athletics,0.365,0,-50.0
2026-07-31T13:15+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Targu Mures: Francesca Jones vs Alice Rame,Francesca Jones,0.9995,1,0.03
2026-07-31T13:15+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,ITF Gran Canaria: Emma Lene vs Francesca Curmi,Francesca Curmi,0.995,1,0.25
2026-07-31T13:15+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Liberec: Martin Krumich vs Sumit Nagal,Sumit Nagal,0.9995,1,0.03
2026-07-31T13:15+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,The Memphis Classic: Kristina Liutova vs Caty McNally,Caty McNally,0.6949,0,-50.0
2026-07-31T13:15+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,KBO: Hanwha Eagles vs. LG Twins,LG Twins,0.7985,0,-50.0
2026-07-31T13:15+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will CD Guadalajara win on 2026-07-31?,No,0.405,1,73.46
2026-07-31T13:15+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will Bucheon FC 1995 win on 2026-08-01?,No,0.875,0,-50.0
2026-07-31T13:15+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will Club Puebla vs. CD Guadalajara end in a draw?,No,0.785,1,13.69
2026-07-31T13:15+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Bonn: Max Dahlin vs Daniel Galan,Daniel Galan,0.665,0,-50.0
2026-07-31T13:15+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will Pumas de la UNAM win on 2026-07-31?,No,0.635,0,-50.0
2026-07-31T13:15+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Spread: FK Bodø/Glimt (-1.5),FK Bodø/Glimt,0.585,0,-50.0
2026-07-31T13:15+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,KBO: KT Wiz vs. Samsung Lions,KT Wiz,0.6,0,-50.0
2026-07-31T13:15+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Toronto Blue Jays vs. Chicago Cubs: O/U 4.5,Over,0.82,1,10.98
2026-07-31T13:15+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Mubadala Citi DC Open: Taylor Fritz vs Alex Michelsen,Taylor Fritz,0.675,1,24.07
2026-07-31T13:15+00:00,0x2c335066fe58fe9237c3d3dc7b275c2a034a0563,LoL: Team WE vs Bilibili Gaming (BO3) - LPL Group Ascend,Bilibili Gaming,0.9995,1,0.03
2026-07-31T13:15+00:00,0x2c335066fe58fe9237c3d3dc7b275c2a034a0563,LoL: HANJIN BRION vs Kiwoom DRX - Game 1 Winner,Kiwoom DRX,0.0005,0,-50.0
2026-07-31T13:15+00:00,0x2c335066fe58fe9237c3d3dc7b275c2a034a0563,Targu Mures: Francesca Jones vs Alice Rame,Alice Rame,0.0005,0,-50.0
2026-08-01T00:27+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,ITF Lexington: Sara Saito vs Kylie Collins,Kylie Collins,0.9995,1,0.03
2026-08-01T00:27+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will New York City FC win on 2026-07-31?,No,0.245,1,154.08
2026-08-01T00:27+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,St. Louis Cardinals vs. Toronto Blue Jays,Toronto Blue Jays,0.465,1,57.53
2026-08-01T00:27+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Washington Nationals vs. Atlanta Braves: O/U 8.5,Under,0.655,1,26.34
2026-08-01T00:27+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Seattle Storm vs. Atlanta Dream,Atlanta Dream,0.93,1,3.76
2026-08-01T00:27+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Pittsburgh Pirates vs. Cincinnati Reds,Cincinnati Reds,0.725,0,-50.0
2026-08-01T00:27+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Seattle Storm vs. Atlanta Dream: O/U 178.5,Under,0.745,0,-50.0
2026-08-01T00:27+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will Montevideo City Torque win on 2026-07-31?,No,0.9995,1,0.03
2026-08-01T00:27+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Arizona Diamondbacks vs. Cleveland Guardians: O/U 8.5,Under,0.865,1,7.8
2026-08-01T00:27+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Philadelphia Phillies vs. Baltimore Orioles: O/U 8.5,Under,0.455,0,-50.0
2026-08-01T00:27+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will CD Universidad de Concepción win on 2026-07-31?,No,0.845,1,9.17
2026-08-01T00:27+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Mubadala Citi DC Open: Rafael Jodar vs Lorenzo Musetti,Lorenzo Musetti,0.075,0,-50.0
2026-08-01T00:27+00:00,0x2c335066fe58fe9237c3d3dc7b275c2a034a0563,LoL: NRG Esports vs Dorado Gaming - Game 1 Winner,NRG Esports,0.9995,1,0.03
2026-08-01T00:27+00:00,0x2c335066fe58fe9237c3d3dc7b275c2a034a0563,Seattle Storm vs. Atlanta Dream: O/U 178.5,Under,0.745,0,-50.0
2026-08-01T00:27+00:00,0x2c335066fe58fe9237c3d3dc7b275c2a034a0563,Will FC Juárez win on 2026-07-31?,No,0.635,1,28.74
2026-08-01T00:27+00:00,0x2c335066fe58fe9237c3d3dc7b275c2a034a0563,Mubadala Citi DC Open: Alexandra Eala vs Elina Svitolina,Elina Svitolina,0.435,0,-50.0
2026-08-01T00:27+00:00,0xf0318c32136c2db7fec88b84869aee6a1106c80c,Philadelphia Phillies vs. Baltimore Orioles,Philadelphia Phillies,0.645,0,-50.0
2026-08-01T00:27+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,Boston Red Sox vs. Los Angeles Dodgers,Los Angeles Dodgers,0.555,0,-50.0
2026-08-01T00:27+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,Counter-Strike: largadosypelados vs BESTIA - Map 2 Winner,BESTIA,0.9995,1,0.03
2026-08-01T00:27+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,ITF Lexington: Sara Saito vs Kylie Collins,Kylie Collins,0.9995,1,0.03
2026-08-01T00:27+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,Will CD Guadalajara win on 2026-07-31?,Yes,0.635,0,-50.0
2026-08-01T00:27+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,Chicago White Sox vs. Tampa Bay Rays,Chicago White Sox,0.875,1,7.14
2026-08-01T00:27+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,Will Atlético San Luis win on 2026-07-31?,No,0.5649,1,38.51
2026-08-01T00:27+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,Will Club Puebla vs. CD Guadalajara end in a draw?,No,0.795,1,12.89
2026-08-01T00:27+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,The Memphis Classic: Darja Vidmanova vs Katie Volynets,Darja Vidmanova,0.355,1,90.85
2026-08-01T00:27+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,Philadelphia Phillies vs. Baltimore Orioles: O/U 8.5,Under,0.435,0,-50.0
2026-08-01T00:27+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,Texas Rangers vs. Houston Astros,Texas Rangers,0.495,0,-50.0
2026-08-01T00:27+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,Arizona Diamondbacks vs. Cleveland Guardians,Cleveland Guardians,0.725,0,-50.0
2026-08-01T00:27+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,Will Club The Strongest vs. Club Aurora end in a draw?,Yes,0.9995,1,0.03
2026-08-01T00:27+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,San Francisco Giants vs. Atlanta Braves: O/U 7.5,Over,0.745,1,17.11
2026-08-01T00:27+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,Boston Red Sox vs. New York Yankees,New York Yankees,0.485,0,-50.0
2026-08-01T00:27+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,Will Club Aurora win on 2026-06-20?,No,0.9995,1,0.03
2026-08-01T00:27+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,Washington Nationals vs. Atlanta Braves,Washington Nationals,0.245,1,154.08
2026-08-01T00:27+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,Philadelphia Phillies vs. Baltimore Orioles: O/U 9.5,Over,0.39,1,78.21
2026-08-01T00:27+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,Miami Marlins vs. New York Mets,Miami Marlins,0.905,1,5.25
2026-08-01T00:27+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,Will Club The Strongest win on 2026-06-20?,No,0.9995,1,0.03
2026-08-01T00:27+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,Chicago White Sox vs. Tampa Bay Rays: O/U 9.5,Over,0.335,0,-50.0
2026-08-01T00:27+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,Will Club Puebla win on 2026-07-31?,No,0.835,1,9.88
2026-08-01T00:27+00:00,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,Washington Nationals vs. Atlanta Braves: O/U 10.5,Under,0.81,1,11.73
2026-08-01T12:15+00:00,0x3954e1c6b7bc5645d9d3425a6f4490889ef122d9,BetBoom Team to win 2-0?,Yes,0.9995,1,0.03
2026-08-01T12:15+00:00,0x9703676286b93c2eca71ca96e8757104519a69c2,Atlanta Braves vs. Chicago White Sox,Atlanta Braves,0.505,0,-50.0
2026-08-01T12:15+00:00,0x9703676286b93c2eca71ca96e8757104519a69c2,Boston Red Sox vs. New York Yankees,New York Yankees,0.485,0,-50.0
2026-08-01T12:15+00:00,0x9703676286b93c2eca71ca96e8757104519a69c2,Atlanta Braves vs. Chicago White Sox: O/U 8.5,Under,0.375,1,83.33
2026-08-01T12:15+00:00,0x9703676286b93c2eca71ca96e8757104519a69c2,Las Vegas Aces vs. Chicago Sky,Chicago Sky,0.305,0,-50.0
2026-08-01T12:15+00:00,0x9703676286b93c2eca71ca96e8757104519a69c2,St. Louis Cardinals vs. Toronto Blue Jays,St. Louis Cardinals,0.425,0,-50.0
2026-08-01T12:15+00:00,0x9703676286b93c2eca71ca96e8757104519a69c2,Chicago White Sox vs. Tampa Bay Rays,Tampa Bay Rays,0.605,0,-50.0
2026-08-01T12:15+00:00,0x9703676286b93c2eca71ca96e8757104519a69c2,Will Orlando City SC win on 2026-08-01?,No,0.645,1,27.52
2026-08-01T12:15+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will FC Seoul win on 2026-08-01?,No,0.88,1,6.82
2026-08-01T12:15+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will Tianjin Jinmen Hu FC win on 2026-08-01?,No,0.845,0,-50.0
2026-08-01T12:15+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will Chengdu Rongcheng FC win on 2026-08-01?,Yes,0.67,0,-50.0
2026-08-01T12:15+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will Jeonbuk Hyundai Motors FC win on 2026-08-01?,No,0.82,1,10.98
2026-08-01T12:15+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will Pohang Steelers FC win on 2026-08-01?,No,0.992,1,0.4
2026-08-01T12:15+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will FK Rubin Kazan win on 2026-08-01?,Yes,0.68,1,23.53
2026-08-01T12:15+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will Gangwon FC win on 2026-08-01?,No,0.9985,1,0.08
2026-08-01T12:15+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will Chelsea FC win on 2026-08-01?,No,0.9995,1,0.03
2026-08-01T12:15+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will BK Hacken win on 2026-08-01?,Yes,0.525,0,-50.0
2026-08-01T12:15+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will Yunnan Yukun FC win on 2026-08-01?,Yes,0.5649,0,-50.0
2026-08-01T12:15+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will Bucheon FC 1995 win on 2026-08-01?,Yes,0.995,1,0.25
