ts,wallet,title,outcome,size,curPrice,paper_stake
2026-07-24T04:07+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Spread: Independiente Santa Fe (-1.5),Independiente Santa Fe,597.0,0.9995,50.0
2026-07-24T04:07+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Tampere: Gauthier Onclin vs Tom Gentzsch,Tom Gentzsch,615.6909,0.545,50.0
2026-07-24T05:04+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Livesport Prague Open: Marie Bouzkova vs Tereza Valentova,Marie Bouzkova,943.9705,0.625,50.0
2026-07-24T05:04+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Exact Score: Chicago Fire FC 1 - 1 Vancouver Whitecaps FC?,No,656.25,0.785,50.0
2026-07-24T05:04+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Exact Score: Chicago Fire FC 0 - 3 Vancouver Whitecaps FC?,No,648.7009,0.7534,50.0
2026-07-24T05:04+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Exact Score: Chicago Fire FC 1 - 3 Vancouver Whitecaps FC?,No,645.7179,0.7495,50.0
2026-07-24T05:04+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Shanghai Haigang FC vs. Dalian Yingbo FC: O/U 1.5,Over,664.8192,0.715,50.0
2026-07-24T05:04+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Tampere: Maks Kasnikowski vs Hynek Barton,Hynek Barton,925.0,0.495,50.0
2026-07-24T05:04+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Exact Score: Chicago Fire FC 2 - 2 Vancouver Whitecaps FC?,No,627.0,0.71,50.0
2026-07-24T05:04+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,KBO: KT Wiz vs. Samsung Lions,KT Wiz,717.9316,0.5985,50.0
2026-07-24T05:04+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Toronto Blue Jays vs. Chicago Cubs: O/U 4.5,Over,510.0,0.82,50.0
2026-07-24T05:04+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Detroit Tigers vs. Cleveland Guardians: O/U 10.5,Under,565.0128,0.74,50.0
2026-07-24T05:04+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Shanghai Haigang FC vs. Dalian Yingbo FC: Dalian Yingbo FC O,Over,881.7223,0.4,50.0
2026-07-24T05:04+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,CF Montréal vs. Inter Miami CF: O/U 3.5,Over,526.2173,0.465,50.0
2026-07-24T05:04+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Shanghai Haigang FC vs. Dalian Yingbo FC: O/U 2.5,Over,597.6229,0.385,50.0
2026-07-24T05:04+00:00,0x2c335066fe58fe9237c3d3dc7b275c2a034a0563,Contrexeville: Jeline Vandromme vs Oksana Selekhmeteva,Oksana Selekhmeteva,5393.25,0.0,50.0
2026-07-24T05:04+00:00,0x2c335066fe58fe9237c3d3dc7b275c2a034a0563,Quito: Mwendwa Mbithi vs Matias Soto,Mwendwa Mbithi,13256.2472,0.0,50.0
2026-07-24T06:34+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Segovia: Luka Pavlovic vs Mert Alkaya,Luka Pavlovic,953.0,0.505,50.0
2026-07-24T06:34+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Tampere: Gauthier Onclin vs Tom Gentzsch,Tom Gentzsch,630.0,0.525,50.0
2026-07-24T12:48+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Segovia: Paul Inchauspe vs Keegan Smith,Keegan Smith,10779.4422,0.9995,50.0
2026-07-24T12:48+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Tampere: Gauthier Onclin vs Tom Gentzsch,Gauthier Onclin,3166.4413,0.9995,50.0
2026-07-24T12:48+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Zug: Philip Henning vs Thiago Seyboth Wild,Thiago Seyboth Wild,2967.8595,0.9995,50.0
2026-07-24T12:48+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Spread: Vasteraas SK (-2.5),Orgryte IS,3113.4066,0.795,50.0
2026-07-24T12:48+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Spread: Orgryte IS (-1.5),Vasteraas SK,616.5859,0.94,50.0
2026-07-24T12:48+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will Inter Miami CF win on 2026-07-25?,No,909.0184,0.545,50.0
2026-07-24T12:48+00:00,0x2c335066fe58fe9237c3d3dc7b275c2a034a0563,Counter-Strike: Liquid vs Vitality (BO3) - BLAST Bounty Qual,Vitality,120798.0299,0.885,50.0
2026-07-24T12:48+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Hamburg European Open: Mayar Sherif vs Paula Badosa,Paula Badosa,22113.8244,0.355,50.0
2026-07-24T12:48+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Generali Open: Alexander Bublik vs Tomas Etcheverry,Tomas Etcheverry,11384.2105,0.365,50.0
2026-07-24T12:48+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Counter-Strike: Fake do Biru vs BORRACHEIROS (BO3) - CCT Sou,Fake do Biru,2758.4769,0.505,50.0
2026-07-24T12:48+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Estoril Open: Jaime Faria vs Luciano Darderi,Jaime Faria,2875.4571,0.365,50.0
2026-07-24T12:48+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Estoril Open: Tiago Torres vs Hugo Gaston,Hugo Gaston,1106.2084,0.905,50.0
2026-07-24T12:48+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,LoL: EDward Gaming vs Bilibili Gaming - Game 1 Winner,EDward Gaming,2222.8166,0.315,50.0
2026-07-24T12:48+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Will Seinajoen JK win on 2026-07-24?,No,786.0068,0.5649,50.0
2026-07-24T12:48+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Hamburg European Open: Oleksandra Oliynykova vs Elina Avanes,Elina Avanesyan,808.6799,0.505,50.0
2026-07-24T12:48+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Game Handicap: BLG (-1.5) vs EDward Gaming (+1.5),EDward Gaming,917.1538,0.445,50.0
2026-07-24T12:48+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Will Heart of Midlothian FC win on 2026-07-28?,Yes,760.1978,0.515,50.0
2026-07-24T12:48+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Zug: Harold Mayot vs Dylan Dietrich,Dylan Dietrich,606.0,0.625,50.0
2026-07-24T12:48+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Will CF Montréal vs. Inter Miami CF end in a draw?,Yes,797.3043,0.225,50.0
