capture,asset,rest_price,dist_from_mid,queue_ahead,consumed,filled,secs_to_fill,markout_5s,markout_30s,markout_300s
224929.jsonl.gz,1083024546070811,0.018,0.0025,1565.0,594.0,0,,,,
224929.jsonl.gz,2823941877263364,0.998,0.0155,2340481.0,150000.0,0,,,,
224929.jsonl.gz,9705092174041619,0.63,0.01,143526.0,8788.0,0,,,,
224929.jsonl.gz,2881957189963819,0.41,0.005,29935.6,0.0,0,,,,
224929.jsonl.gz,7419522058612923,0.999,0.014,5836337.9,100000.0,0,,,,
224929.jsonl.gz,4264368978045256,0.014,0.0055,513.7,0.0,0,,,,
224929.jsonl.gz,8021972217434945,0.88,0.015,1790.0,31.0,0,,,,
224929.jsonl.gz,6441922505412657,0.98,0.0025,0.0,0.0,0,,,,
224929.jsonl.gz,8881400370038397,0.74,0.07,66.2,46.2,0,,,,
224929.jsonl.gz,8181063193293541,0.971,0.007,0.0,0.0,0,,,,
224929.jsonl.gz,7643548942136022,0.994,0.002,540.0,0.0,0,,,,
224929.jsonl.gz,1357679737205208,0.998,0.169,3254.0,0.0,0,,,,
224929.jsonl.gz,9919340269878615,0.989,0.0145,2948.2,21.0,0,,,,
224929.jsonl.gz,1034172286432846,0.997,0.1785,10752.6,0.0,0,,,,
224929.jsonl.gz,6447863530315865,0.992,0.006,3250.0,1250.0,0,,,,
224929.jsonl.gz,9718603078560812,0.01,0.0005,133049.5,0.0,0,,,,
224929.jsonl.gz,6377725888023396,0.1,0.005,6327.2,0.0,0,,,,
224929.jsonl.gz,1396280659352613,0.24,0.01,858.4,318.4,0,,,,
224929.jsonl.gz,8022971310749160,0.011,0.0005,604.0,0.0,0,,,,
224929.jsonl.gz,1982530923885605,0.04,0.0005,0.0,0.0,0,,,,
224929.jsonl.gz,9076837713448521,0.37,0.005,594.0,0.0,0,,,,
224929.jsonl.gz,3519854948656960,0.29,0.005,150.0,150.0,0,,,,
224929.jsonl.gz,7473907490958467,0.085,0.0055,2834.8,541.0,0,,,,
224929.jsonl.gz,1090994452379897,0.037,0.003,0.0,430.0,1,568.5,,,
224929.jsonl.gz,6384252906871000,0.6,0.005,124504.8,27000.0,0,,,,
224929.jsonl.gz,1022706502257978,0.013,0.0005,811.8,0.0,0,,,,
224929.jsonl.gz,2963382670171355,0.72,0.005,8470.4,112.1,0,,,,
224929.jsonl.gz,5615282760875985,0.39,0.005,39591.7,12000.7,0,,,,
224929.jsonl.gz,1122417510711743,0.01,0.002,591.0,0.0,0,,,,
224929.jsonl.gz,2955576282086664,0.22,0.005,0.0,96.0,0,,,,
224929.jsonl.gz,2148337392909064,0.013,0.0035,15.2,0.0,0,,,,
224929.jsonl.gz,5552468961200544,0.14,0.01,1125.0,1596.0,1,786.4,,,
224929.jsonl.gz,5774813808502271,0.021,0.0005,23975.4,0.0,0,,,,
224929.jsonl.gz,7045929632587188,0.23,0.005,1591.8,0.0,0,,,,
224929.jsonl.gz,3704650953639515,0.028,0.0045,579.6,0.0,0,,,,
224929.jsonl.gz,8891292653349398,0.016,0.0005,2647.9,0.0,0,,,,
224929.jsonl.gz,1825839575504139,0.003,0.0005,3908.6,0.0,0,,,,
224929.jsonl.gz,9436872649120984,0.02,0.0005,1816.0,2376.0,1,583.8,,,
224929.jsonl.gz,8890297437819588,0.67,0.015,7.0,497.0,1,747.5,,,
224929.jsonl.gz,2853789823298506,0.008,0.0035,229.4,0.0,0,,,,
224929.jsonl.gz,5855900748190859,0.012,0.0005,1945.0,0.0,0,,,,
224929.jsonl.gz,1064932851422783,0.927,0.0005,2.5,2.5,0,,,,
224929.jsonl.gz,1083024546070811,0.018,0.0025,1565.0,594.0,0,,,,
224929.jsonl.gz,2823941877263364,0.998,0.0155,2340481.0,150000.0,0,,,,
224929.jsonl.gz,9705092174041619,0.63,0.01,143526.0,8788.0,0,,,,
224929.jsonl.gz,2881957189963819,0.41,0.005,29935.6,0.0,0,,,,
224929.jsonl.gz,7419522058612923,0.999,0.014,5836337.9,100000.0,0,,,,
224929.jsonl.gz,4264368978045256,0.014,0.0055,513.7,0.0,0,,,,
224929.jsonl.gz,8021972217434945,0.88,0.015,1790.0,31.0,0,,,,
224929.jsonl.gz,6441922505412657,0.98,0.0025,0.0,0.0,0,,,,
224929.jsonl.gz,8881400370038397,0.74,0.07,66.2,46.2,0,,,,
224929.jsonl.gz,8181063193293541,0.971,0.007,0.0,0.0,0,,,,
224929.jsonl.gz,7643548942136022,0.994,0.002,540.0,0.0,0,,,,
224929.jsonl.gz,1357679737205208,0.998,0.169,3254.0,0.0,0,,,,
224929.jsonl.gz,9919340269878615,0.989,0.0145,2948.2,21.0,0,,,,
224929.jsonl.gz,1034172286432846,0.997,0.1785,10752.6,0.0,0,,,,
224929.jsonl.gz,6447863530315865,0.992,0.006,3250.0,1250.0,0,,,,
224929.jsonl.gz,9718603078560812,0.01,0.0005,133049.5,0.0,0,,,,
224929.jsonl.gz,6377725888023396,0.1,0.005,6327.2,0.0,0,,,,
224929.jsonl.gz,1396280659352613,0.24,0.01,858.4,318.4,0,,,,
224929.jsonl.gz,8022971310749160,0.011,0.0005,604.0,0.0,0,,,,
224929.jsonl.gz,1982530923885605,0.04,0.0005,0.0,0.0,0,,,,
224929.jsonl.gz,9076837713448521,0.37,0.005,594.0,0.0,0,,,,
224929.jsonl.gz,3519854948656960,0.29,0.005,150.0,150.0,0,,,,
224929.jsonl.gz,7473907490958467,0.085,0.0055,2834.8,541.0,0,,,,
224929.jsonl.gz,1090994452379897,0.037,0.003,0.0,430.0,1,538.4,,,
224929.jsonl.gz,6384252906871000,0.6,0.005,123004.8,25500.0,0,,,,
224929.jsonl.gz,1022706502257978,0.013,0.0005,811.8,0.0,0,,,,
224929.jsonl.gz,2963382670171355,0.72,0.005,8470.4,112.1,0,,,,
224929.jsonl.gz,5615282760875985,0.39,0.005,39591.7,12000.7,0,,,,
224929.jsonl.gz,1122417510711743,0.01,0.002,591.0,0.0,0,,,,
224929.jsonl.gz,2955576282086664,0.22,0.005,16.0,96.0,0,,,,
224929.jsonl.gz,2148337392909064,0.013,0.0035,15.2,0.0,0,,,,
224929.jsonl.gz,5552468961200544,0.14,0.01,1125.0,1596.0,1,756.2,,,
224929.jsonl.gz,5774813808502271,0.021,0.0005,23975.4,0.0,0,,,,
224929.jsonl.gz,7045929632587188,0.23,0.005,1591.8,0.0,0,,,,
224929.jsonl.gz,3704650953639515,0.028,0.0045,579.6,0.0,0,,,,
224929.jsonl.gz,8891292653349398,0.016,0.0005,2647.9,0.0,0,,,,
224929.jsonl.gz,1825839575504139,0.003,0.0005,3908.6,0.0,0,,,,
224929.jsonl.gz,9436872649120984,0.02,0.0005,1816.0,2376.0,1,553.6,,,
224929.jsonl.gz,8890297437819588,0.67,0.015,7.0,497.0,1,717.3,,,
224929.jsonl.gz,2853789823298506,0.008,0.0035,229.4,0.0,0,,,,
224929.jsonl.gz,5855900748190859,0.012,0.0005,1945.0,0.0,0,,,,
224929.jsonl.gz,1064932851422783,0.927,0.0005,2.5,2.5,0,,,,
224929.jsonl.gz,1083024546070811,0.018,0.0025,1565.0,594.0,0,,,,
224929.jsonl.gz,2823941877263364,0.998,0.0155,2340481.0,150000.0,0,,,,
224929.jsonl.gz,9705092174041619,0.63,0.01,143526.0,8788.0,0,,,,
224929.jsonl.gz,2881957189963819,0.41,0.005,29935.6,0.0,0,,,,
224929.jsonl.gz,7419522058612923,0.999,0.014,5836337.9,100000.0,0,,,,
224929.jsonl.gz,4264368978045256,0.014,0.0055,1860.7,0.0,0,,,,
224929.jsonl.gz,8021972217434945,0.88,0.015,1790.0,31.0,0,,,,
224929.jsonl.gz,6441922505412657,0.98,0.0025,0.0,0.0,0,,,,
224929.jsonl.gz,8881400370038397,0.74,0.07,66.2,46.2,0,,,,
224929.jsonl.gz,8181063193293541,0.971,0.007,0.0,0.0,0,,,,
224929.jsonl.gz,7643548942136022,0.994,0.002,540.0,0.0,0,,,,
224929.jsonl.gz,1357679737205208,0.998,0.169,3254.0,0.0,0,,,,
224929.jsonl.gz,9919340269878615,0.989,0.0145,2948.2,21.0,0,,,,
224929.jsonl.gz,1034172286432846,0.997,0.1785,10752.6,0.0,0,,,,
224929.jsonl.gz,6447863530315865,0.992,0.006,3250.0,1250.0,0,,,,
224929.jsonl.gz,9718603078560812,0.01,0.0005,133049.5,0.0,0,,,,
224929.jsonl.gz,6377725888023396,0.1,0.005,6327.2,0.0,0,,,,
224929.jsonl.gz,1396280659352613,0.24,0.005,858.4,318.4,0,,,,
224929.jsonl.gz,8022971310749160,0.011,0.0005,604.0,0.0,0,,,,
224929.jsonl.gz,1982530923885605,0.04,0.0005,0.0,0.0,0,,,,
224929.jsonl.gz,9076837713448521,0.37,0.005,594.0,0.0,0,,,,
224929.jsonl.gz,3519854948656960,0.29,0.005,50.0,50.0,0,,,,
224929.jsonl.gz,7473907490958467,0.085,0.0055,2834.8,541.0,0,,,,
224929.jsonl.gz,1090994452379897,0.037,0.003,0.0,430.0,1,508.4,,,
224929.jsonl.gz,6384252906871000,0.6,0.005,123004.8,24000.0,0,,,,
224929.jsonl.gz,1022706502257978,0.013,0.0005,811.8,0.0,0,,,,
224929.jsonl.gz,2963382670171355,0.72,0.005,8370.4,12.1,0,,,,
224929.jsonl.gz,5615282760875985,0.39,0.005,39591.7,10719.9,0,,,,
224929.jsonl.gz,1122417510711743,0.01,0.002,591.0,0.0,0,,,,
224929.jsonl.gz,2955576282086664,0.22,0.005,16.0,96.0,0,,,,
224929.jsonl.gz,2148337392909064,0.013,0.0035,15.2,0.0,0,,,,
224929.jsonl.gz,5552468961200544,0.14,0.01,1125.0,1596.0,1,726.2,,,
224929.jsonl.gz,5774813808502271,0.021,0.0005,23975.4,0.0,0,,,,
224929.jsonl.gz,7045929632587188,0.23,0.005,1591.8,0.0,0,,,,
224929.jsonl.gz,3704650953639515,0.028,0.0045,579.6,0.0,0,,,,
224929.jsonl.gz,8891292653349398,0.016,0.0005,2647.9,0.0,0,,,,
224929.jsonl.gz,1825839575504139,0.003,0.0005,3908.6,0.0,0,,,,
224929.jsonl.gz,9436872649120984,0.02,0.0005,1816.0,2376.0,1,523.6,,,
224929.jsonl.gz,8890297437819588,0.67,0.015,7.0,497.0,1,687.3,,,
224929.jsonl.gz,2853789823298506,0.008,0.0035,229.4,0.0,0,,,,
224929.jsonl.gz,5855900748190859,0.012,0.0005,1945.0,0.0,0,,,,
224929.jsonl.gz,1064932851422783,0.927,0.0005,2.5,2.5,0,,,,
224929.jsonl.gz,1083024546070811,0.018,0.0025,1565.0,594.0,0,,,,
224929.jsonl.gz,2823941877263364,0.998,0.0155,2340481.0,150000.0,0,,,,
224929.jsonl.gz,9705092174041619,0.63,0.01,142899.0,7941.0,0,,,,
224929.jsonl.gz,2881957189963819,0.41,0.005,29935.6,0.0,0,,,,
224929.jsonl.gz,7419522058612923,0.999,0.014,5836337.9,100000.0,0,,,,
224929.jsonl.gz,4264368978045256,0.014,0.0055,1860.7,0.0,0,,,,
224929.jsonl.gz,8021972217434945,0.88,0.015,1790.0,31.0,0,,,,
224929.jsonl.gz,6441922505412657,0.98,0.0025,0.0,0.0,0,,,,
224929.jsonl.gz,8881400370038397,0.74,0.07,66.2,46.2,0,,,,
224929.jsonl.gz,8181063193293541,0.971,0.007,0.0,0.0,0,,,,
224929.jsonl.gz,7643548942136022,0.994,0.002,540.0,0.0,0,,,,
224929.jsonl.gz,1357679737205208,0.998,0.169,3254.0,0.0,0,,,,
224929.jsonl.gz,9919340269878615,0.989,0.0145,2948.2,21.0,0,,,,
224929.jsonl.gz,1034172286432846,0.997,0.1785,10752.6,0.0,0,,,,
224929.jsonl.gz,6447863530315865,0.992,0.006,3250.0,1250.0,0,,,,
224929.jsonl.gz,9718603078560812,0.01,0.0005,133049.5,0.0,0,,,,
224929.jsonl.gz,6377725888023396,0.1,0.005,6327.2,0.0,0,,,,
224929.jsonl.gz,1396280659352613,0.24,0.005,858.4,318.4,0,,,,
224929.jsonl.gz,8022971310749160,0.011,0.0005,604.0,0.0,0,,,,
224929.jsonl.gz,1982530923885605,0.04,0.0005,0.0,0.0,0,,,,
224929.jsonl.gz,9076837713448521,0.37,0.005,594.0,0.0,0,,,,
224929.jsonl.gz,3519854948656960,0.29,0.005,50.0,50.0,0,,,,
224929.jsonl.gz,7473907490958467,0.085,0.0055,2834.8,541.0,0,,,,
224929.jsonl.gz,1090994452379897,0.037,0.003,0.0,430.0,1,478.4,,,
224929.jsonl.gz,6384252906871000,0.6,0.005,123004.8,22500.0,0,,,,
224929.jsonl.gz,1022706502257978,0.013,0.0005,811.8,0.0,0,,,,
224929.jsonl.gz,2963382670171355,0.72,0.005,8370.4,12.1,0,,,,
224929.jsonl.gz,5615282760875985,0.39,0.005,39591.7,9439.1,0,,,,
224929.jsonl.gz,1122417510711743,0.01,0.002,591.0,0.0,0,,,,
224929.jsonl.gz,2148337392909064,0.013,0.0035,15.2,0.0,0,,,,
224929.jsonl.gz,5552468961200544,0.14,0.01,1125.0,1596.0,1,696.2,,,
224929.jsonl.gz,5774813808502271,0.021,0.0005,23975.4,0.0,0,,,,
224929.jsonl.gz,7045929632587188,0.23,0.005,1591.8,0.0,0,,,,
224929.jsonl.gz,3704650953639515,0.028,0.0045,579.6,0.0,0,,,,
224929.jsonl.gz,8891292653349398,0.016,0.0005,2647.9,0.0,0,,,,
224929.jsonl.gz,1825839575504139,0.003,0.0005,3908.6,0.0,0,,,,
224929.jsonl.gz,9436872649120984,0.02,0.0005,1816.0,2376.0,1,493.6,,,
224929.jsonl.gz,8890297437819588,0.67,0.015,7.0,497.0,1,657.3,,,
224929.jsonl.gz,2853789823298506,0.008,0.0035,229.4,0.0,0,,,,
224929.jsonl.gz,5855900748190859,0.012,0.0005,1945.0,0.0,0,,,,
224929.jsonl.gz,1064932851422783,0.927,0.0005,2.5,2.5,0,,,,
224929.jsonl.gz,1083024546070811,0.018,0.0025,1565.0,594.0,0,,,,
224929.jsonl.gz,2823941877263364,0.998,0.0155,2340481.0,150000.0,0,,,,
224929.jsonl.gz,9705092174041619,0.63,0.01,145799.0,7941.0,0,,,,
224929.jsonl.gz,2881957189963819,0.41,0.005,29935.6,0.0,0,,,,
224929.jsonl.gz,7419522058612923,0.999,0.014,5836337.9,100000.0,0,,,,
224929.jsonl.gz,4264368978045256,0.014,0.0055,1860.7,0.0,0,,,,
224929.jsonl.gz,8021972217434945,0.88,0.015,1790.0,31.0,0,,,,
224929.jsonl.gz,9456528654693780,0.993,0.0105,1428.5,0.0,0,,,,
224929.jsonl.gz,6441922505412657,0.98,0.0025,0.0,0.0,0,,,,
224929.jsonl.gz,8881400370038397,0.74,0.07,66.2,46.2,0,,,,
224929.jsonl.gz,8181063193293541,0.971,0.007,0.0,0.0,0,,,,
224929.jsonl.gz,7643548942136022,0.994,0.002,540.0,0.0,0,,,,
224929.jsonl.gz,1357679737205208,0.998,0.169,3254.0,0.0,0,,,,
224929.jsonl.gz,6447863530315865,0.992,0.006,3250.0,1250.0,0,,,,
224929.jsonl.gz,9718603078560812,0.01,0.0005,133049.5,0.0,0,,,,
224929.jsonl.gz,6377725888023396,0.1,0.005,6327.2,0.0,0,,,,
224929.jsonl.gz,1396280659352613,0.24,0.005,858.4,318.4,0,,,,
224929.jsonl.gz,8022971310749160,0.011,0.0005,604.0,0.0,0,,,,
224929.jsonl.gz,1982530923885605,0.041,0.0025,2093.4,2093.4,0,,,,
224929.jsonl.gz,9076837713448521,0.37,0.005,594.0,0.0,0,,,,
224929.jsonl.gz,3519854948656960,0.29,0.005,50.0,50.0,0,,,,
224929.jsonl.gz,7473907490958467,0.085,0.0055,2834.8,541.0,0,,,,
224929.jsonl.gz,1090994452379897,0.037,0.003,0.0,430.0,1,448.3,,,
224929.jsonl.gz,6384252906871000,0.6,0.005,123004.8,22500.0,0,,,,
224929.jsonl.gz,1022706502257978,0.013,0.0005,811.8,0.0,0,,,,
224929.jsonl.gz,2963382670171355,0.72,0.005,8370.4,12.1,0,,,,
224929.jsonl.gz,5615282760875985,0.39,0.005,39591.7,9439.1,0,,,,
224929.jsonl.gz,1122417510711743,0.01,0.002,591.0,0.0,0,,,,
224929.jsonl.gz,2148337392909064,0.013,0.0035,15.2,0.0,0,,,,
224929.jsonl.gz,5552468961200544,0.14,0.01,1125.0,1596.0,1,666.2,,,
224929.jsonl.gz,5774813808502271,0.021,0.0005,23975.4,0.0,0,,,,
224929.jsonl.gz,7045929632587188,0.23,0.005,1591.8,0.0,0,,,,
224929.jsonl.gz,3704650953639515,0.028,0.0045,579.6,0.0,0,,,,
224929.jsonl.gz,8891292653349398,0.016,0.0005,2647.9,0.0,0,,,,
224929.jsonl.gz,1825839575504139,0.003,0.0005,3908.6,0.0,0,,,,
224929.jsonl.gz,9436872649120984,0.02,0.0005,1816.0,2376.0,1,463.6,,,
224929.jsonl.gz,8890297437819588,0.67,0.015,7.0,497.0,1,627.3,,,
224929.jsonl.gz,2853789823298506,0.008,0.0035,229.4,0.0,0,,,,
224929.jsonl.gz,5855900748190859,0.012,0.0005,1945.0,0.0,0,,,,
224929.jsonl.gz,1064932851422783,0.927,0.0005,2.5,2.5,0,,,,
224929.jsonl.gz,1083024546070811,0.018,0.0025,1565.0,594.0,0,,,,
224929.jsonl.gz,2823941877263364,0.998,0.0155,2302981.0,112500.0,0,,,,
224929.jsonl.gz,9705092174041619,0.63,0.01,145796.0,7683.0,0,,,,
224929.jsonl.gz,2881957189963819,0.41,0.005,29935.6,0.0,0,,,,
224929.jsonl.gz,7419522058612923,0.999,0.014,5811337.9,75000.0,0,,,,
224929.jsonl.gz,4264368978045256,0.014,0.0055,1860.7,0.0,0,,,,
224929.jsonl.gz,8021972217434945,0.88,0.015,1790.0,31.0,0,,,,
224929.jsonl.gz,9456528654693780,0.993,0.0105,1428.5,0.0,0,,,,
224929.jsonl.gz,6441922505412657,0.98,0.0025,0.0,0.0,0,,,,
224929.jsonl.gz,8881400370038397,0.66,0.03,10.0,0.0,0,,,,
224929.jsonl.gz,8181063193293541,0.971,0.007,0.0,0.0,0,,,,
224929.jsonl.gz,7643548942136022,0.994,0.002,540.0,0.0,0,,,,
224929.jsonl.gz,1357679737205208,0.998,0.169,3254.0,0.0,0,,,,
224929.jsonl.gz,6447863530315865,0.992,0.006,3250.0,1250.0,0,,,,
224929.jsonl.gz,9718603078560812,0.01,0.0005,133049.5,0.0,0,,,,
224929.jsonl.gz,6377725888023396,0.1,0.005,6327.2,0.0,0,,,,
224929.jsonl.gz,1396280659352613,0.24,0.005,858.4,318.4,0,,,,
224929.jsonl.gz,8022971310749160,0.011,0.0005,604.0,0.0,0,,,,
224929.jsonl.gz,1982530923885605,0.041,0.0025,498.3,498.3,0,,,,
224929.jsonl.gz,9076837713448521,0.37,0.005,594.0,0.0,0,,,,
224929.jsonl.gz,3519854948656960,0.29,0.005,50.0,50.0,0,,,,
224929.jsonl.gz,7473907490958467,0.085,0.0055,2834.8,541.0,0,,,,
224929.jsonl.gz,1090994452379897,0.037,0.003,0.0,430.0,1,418.3,,,
224929.jsonl.gz,6384252906871000,0.6,0.005,123004.8,22500.0,0,,,,
224929.jsonl.gz,1022706502257978,0.013,0.0005,811.8,0.0,0,,,,
224929.jsonl.gz,2963382670171355,0.72,0.005,8370.4,12.1,0,,,,
224929.jsonl.gz,5615282760875985,0.39,0.005,39591.7,9439.1,0,,,,
224929.jsonl.gz,1122417510711743,0.01,0.002,591.0,0.0,0,,,,
224929.jsonl.gz,2148337392909064,0.013,0.0035,15.2,0.0,0,,,,
224929.jsonl.gz,5552468961200544,0.14,0.01,1125.0,1596.0,1,636.1,,,
224929.jsonl.gz,5774813808502271,0.021,0.0005,23975.4,0.0,0,,,,
224929.jsonl.gz,7045929632587188,0.23,0.005,1591.8,0.0,0,,,,
224929.jsonl.gz,3704650953639515,0.028,0.0045,579.6,0.0,0,,,,
224929.jsonl.gz,8891292653349398,0.016,0.0005,2647.9,0.0,0,,,,
224929.jsonl.gz,1825839575504139,0.003,0.0005,3908.6,0.0,0,,,,
224929.jsonl.gz,9436872649120984,0.02,0.0005,1816.0,2376.0,1,433.5,,,
224929.jsonl.gz,8890297437819588,0.67,0.015,7.0,497.0,1,597.2,,,
224929.jsonl.gz,2853789823298506,0.008,0.0035,229.4,0.0,0,,,,
224929.jsonl.gz,5855900748190859,0.012,0.0005,1945.0,0.0,0,,,,
224929.jsonl.gz,1064932851422783,0.927,0.0005,2.5,2.5,0,,,,
224929.jsonl.gz,1083024546070811,0.018,0.0025,1565.0,594.0,0,,,,
224929.jsonl.gz,9277048309813507,0.926,0.015,0.0,0.0,0,,,,
224929.jsonl.gz,2823941877263364,0.998,0.0155,2340481.0,112500.0,0,,,,
224929.jsonl.gz,9705092174041619,0.63,0.01,145696.0,7583.0,0,,,,
224929.jsonl.gz,2881957189963819,0.41,0.005,29935.6,0.0,0,,,,
224929.jsonl.gz,7419522058612923,0.999,0.014,5836337.9,75000.0,0,,,,
224929.jsonl.gz,4264368978045256,0.014,0.0055,1860.7,0.0,0,,,,
224929.jsonl.gz,8021972217434945,0.88,0.015,1790.0,31.0,0,,,,
224929.jsonl.gz,9456528654693780,0.993,0.0105,1428.5,0.0,0,,,,
224929.jsonl.gz,6441922505412657,0.98,0.0025,0.0,0.0,0,,,,
224929.jsonl.gz,8881400370038397,0.66,0.03,10.0,0.0,0,,,,
224929.jsonl.gz,8181063193293541,0.971,0.007,0.0,0.0,0,,,,
224929.jsonl.gz,7643548942136022,0.994,0.002,540.0,0.0,0,,,,
224929.jsonl.gz,1357679737205208,0.998,0.169,3254.0,0.0,0,,,,
224929.jsonl.gz,6447863530315865,0.992,0.006,3250.0,1250.0,0,,,,
224929.jsonl.gz,9718603078560812,0.01,0.0005,133049.5,0.0,0,,,,
224929.jsonl.gz,6377725888023396,0.1,0.005,6327.2,0.0,0,,,,
224929.jsonl.gz,1396280659352613,0.24,0.005,858.4,318.4,0,,,,
224929.jsonl.gz,8022971310749160,0.011,0.0005,604.0,0.0,0,,,,
224929.jsonl.gz,1982530923885605,0.041,0.0025,0.7,0.7,0,,,,
224929.jsonl.gz,9076837713448521,0.37,0.005,594.0,0.0,0,,,,
224929.jsonl.gz,3519854948656960,0.29,0.005,50.0,50.0,0,,,,
224929.jsonl.gz,7473907490958467,0.085,0.0055,2834.8,541.0,0,,,,
224929.jsonl.gz,1090994452379897,0.037,0.003,0.0,430.0,1,388.1,,,
224929.jsonl.gz,6384252906871000,0.6,0.005,123004.8,22500.0,0,,,,
224929.jsonl.gz,1022706502257978,0.013,0.0005,811.8,0.0,0,,,,
224929.jsonl.gz,2963382670171355,0.72,0.005,8370.4,12.1,0,,,,
224929.jsonl.gz,5615282760875985,0.39,0.005,39591.7,9439.1,0,,,,
224929.jsonl.gz,1122417510711743,0.01,0.002,591.0,0.0,0,,,,
224929.jsonl.gz,2148337392909064,0.013,0.0035,15.2,0.0,0,,,,
224929.jsonl.gz,5552468961200544,0.14,0.01,1125.0,1596.0,1,605.9,,,
224929.jsonl.gz,5774813808502271,0.021,0.0005,23975.4,0.0,0,,,,
224929.jsonl.gz,7045929632587188,0.23,0.005,1591.8,0.0,0,,,,
224929.jsonl.gz,3704650953639515,0.028,0.0045,579.6,0.0,0,,,,
224929.jsonl.gz,8891292653349398,0.016,0.0005,2647.9,0.0,0,,,,
224929.jsonl.gz,1825839575504139,0.003,0.0005,3908.6,0.0,0,,,,
224929.jsonl.gz,9436872649120984,0.02,0.0005,1816.0,2376.0,1,403.4,,,
224929.jsonl.gz,8890297437819588,0.67,0.015,7.0,497.0,1,567.0,,,
224929.jsonl.gz,2853789823298506,0.008,0.0035,229.4,0.0,0,,,,
224929.jsonl.gz,5855900748190859,0.012,0.0005,1945.0,0.0,0,,,,
224929.jsonl.gz,1064932851422783,0.927,0.0005,2.5,2.5,0,,,,
224929.jsonl.gz,1083024546070811,0.018,0.0025,1565.0,594.0,0,,,,
224929.jsonl.gz,9277048309813507,0.926,0.015,0.0,0.0,0,,,,
224929.jsonl.gz,2823941877263364,0.998,0.0155,2340481.0,112500.0,0,,,,
224929.jsonl.gz,9705092174041619,0.63,0.01,144960.0,6847.0,0,,,,
224929.jsonl.gz,2881957189963819,0.41,0.005,29935.6,0.0,0,,,,
224929.jsonl.gz,7419522058612923,0.999,0.014,5836337.9,75000.0,0,,,,
224929.jsonl.gz,4264368978045256,0.014,0.0055,1860.7,0.0,0,,,,
224929.jsonl.gz,8021972217434945,0.88,0.015,1790.0,31.0,0,,,,
224929.jsonl.gz,9456528654693780,0.993,0.0105,1428.5,0.0,0,,,,
224929.jsonl.gz,6441922505412657,0.98,0.0025,0.0,0.0,0,,,,
224929.jsonl.gz,8881400370038397,0.66,0.03,3010.0,0.0,0,,,,
224929.jsonl.gz,8181063193293541,0.971,0.007,0.0,0.0,0,,,,
224929.jsonl.gz,7643548942136022,0.994,0.002,540.0,0.0,0,,,,
224929.jsonl.gz,1357679737205208,0.998,0.169,3254.0,0.0,0,,,,
224929.jsonl.gz,6447863530315865,0.992,0.006,3250.0,1250.0,0,,,,
224929.jsonl.gz,9718603078560812,0.01,0.0005,133049.5,0.0,0,,,,
224929.jsonl.gz,6377725888023396,0.1,0.005,6327.2,0.0,0,,,,
224929.jsonl.gz,1396280659352613,0.24,0.005,540.0,0.0,0,,,,
224929.jsonl.gz,8022971310749160,0.011,0.0005,604.0,0.0,0,,,,
224929.jsonl.gz,1982530923885605,0.041,0.0025,0.7,0.7,0,,,,
224929.jsonl.gz,9076837713448521,0.37,0.005,594.0,0.0,0,,,,
224929.jsonl.gz,3519854948656960,0.29,0.005,50.0,50.0,0,,,,
224929.jsonl.gz,7473907490958467,0.085,0.0055,2834.8,541.0,0,,,,
224929.jsonl.gz,1090994452379897,0.037,0.003,0.0,430.0,1,358.0,,,
224929.jsonl.gz,6384252906871000,0.6,0.005,124235.8,22000.0,0,,,,
224929.jsonl.gz,1022706502257978,0.013,0.0005,811.8,0.0,0,,,,
224929.jsonl.gz,2963382670171355,0.72,0.005,8370.4,12.1,0,,,,
224929.jsonl.gz,5615282760875985,0.39,0.005,39591.7,9439.1,0,,,,
224929.jsonl.gz,1122417510711743,0.01,0.002,591.0,0.0,0,,,,
224929.jsonl.gz,2148337392909064,0.013,0.0035,15.2,0.0,0,,,,
224929.jsonl.gz,5552468961200544,0.14,0.01,1125.0,1596.0,1,575.9,,,
224929.jsonl.gz,5774813808502271,0.021,0.0005,23975.4,0.0,0,,,,
224929.jsonl.gz,7045929632587188,0.23,0.005,1591.8,0.0,0,,,,
224929.jsonl.gz,3704650953639515,0.028,0.0045,579.6,0.0,0,,,,
224929.jsonl.gz,8891292653349398,0.016,0.0005,2647.9,0.0,0,,,,
224929.jsonl.gz,1825839575504139,0.003,0.0005,3908.6,0.0,0,,,,
224929.jsonl.gz,9436872649120984,0.02,0.0005,1816.0,2376.0,1,373.3,,,
224929.jsonl.gz,8890297437819588,0.67,0.015,7.0,497.0,1,536.9,,,
224929.jsonl.gz,2853789823298506,0.008,0.0035,229.4,0.0,0,,,,
224929.jsonl.gz,5855900748190859,0.012,0.0005,1945.0,0.0,0,,,,
224929.jsonl.gz,1064932851422783,0.927,0.0005,2.5,2.5,0,,,,
224929.jsonl.gz,1083024546070811,0.018,0.0025,1565.0,594.0,0,,,,
224929.jsonl.gz,9277048309813507,0.926,0.015,0.0,0.0,0,,,,
224929.jsonl.gz,2823941877263364,0.998,0.0155,2340481.0,112500.0,0,,,,
224929.jsonl.gz,9705092174041619,0.63,0.01,144956.0,6443.0,0,,,,
224929.jsonl.gz,2881957189963819,0.41,0.005,29935.6,0.0,0,,,,
224929.jsonl.gz,7419522058612923,0.999,0.014,5836337.9,75000.0,0,,,,
